"mtabName","T0_mean","T0_sd","T2_mean","T2_sd","T4_mean","T4_sd","T6_mean","T6_sd","T8_mean","T8_sd","T10_mean","T10_sd","T12_mean","T12_sd","T14_mean","T14_sd","T16_mean","T16_sd","T18_mean","T18_sd","T20_mean","T20_sd","T22_mean","T22_sd","T24_mean","T24_sd","T26_mean","T26_sd","T28_mean","T28_sd","T30_mean","T30_sd","T32_mean","T32_sd","T34_mean","T34_sd","T36_mean","T36_sd","T38_mean","T38_sd","T40_mean","T40_sd","T42_mean","T42_sd","T44_mean","T44_sd","T46_mean","T46_sd"
"phenylalanine",0.00466805468796757,0.000879146076895393,0.00378421409616807,0.000184919684655699,0.00508986938201019,0.000273659199255921,0.0071670964834311,0.000439891287002339,0.0088502697561841,0.00115031434507942,0.00604839177885201,0.000773855790587315,0.00559957311137292,0.000412641771728244,0.00497995573181664,0.00124459360470312,0.00433817763086261,0.00151255223326521,0.00661580461981915,0.000418553595187906,0.0038842984271632,0.00120526583697904,0.00307765267708536,0.000346171137581378,0.00312736370796403,0.000497033456495307,0.00433466955664322,0.000778924911769865,0.00378915731962556,0.000517645138870212,0.00651593681402713,0.00109250377779946,0.00739079970232457,0.00309522714296415,0.00714347489894931,0.00189893547121629,0.00325860343512991,0.00118759415643123,0.00416857402761711,0.000745016043772497,0.00457933920998327,0.00122963930894693,0.00385998573119847,0.000176461410779959,0.0037195141247269,0.00170812562200424,0.00245823802133706,0.00063103550105793
"proline",0.0188429165056591,0.0189851751066298,0.0348620473715061,0.0169492506120152,0.0275967716439791,0.00347906518358437,0.0371662398498845,0.0057766940431999,0.0432172587786977,0.00825680988027493,0.0275416731075599,0.00253229396220873,0.0293790547921145,0.00174960776877113,0.0256957408492211,0.0112477199330203,0.0320443271755336,0.00832237909046411,0.0451983024022645,0.00275635724571678,0.0277406139177312,0.00547830983775483,0.0328919851939059,0.0119901839139572,0.0384107874317699,0.00892843671714123,0.0591512629256205,0.0100703868675417,0.0342777542498125,0.00779663291659529,0.0355504653319048,0.00814253026042914,0.0405247686839727,0.00565140149184577,0.0408974335092728,0.00973932159694098,0.0151992668828267,0.00862833787222998,0.0239285216131991,0.00268376001383794,0.0219630605689842,0.00440778121076224,0.0227093403496705,0.00379709287356746,0.024067531318782,0.013066335741478,0.0245263432708051,0.00477116829747953
"s-(5'-adenosyl)-L-homocysteine pos",0.000338574682765821,0.000293438885347741,0.000750402200633256,0.000250038439818453,0.000728147698547726,0.000166900942978074,0.000659317722361376,0.0001377667963933,0.000780137499267539,3.0700226596707e-05,0.000689373880520884,0.000157323241566884,0.000553680354029913,3.2394397442059e-05,0.000484378903540589,3.83971862409751e-05,0.000548938072976563,0.0002028923349778,0.000669335069851455,3.06395834739094e-05,0.000474259737291462,0.000209398245125849,0.000483619960799325,5.88196024586951e-05,0.000668098178878836,0.000372767300567782,0.00100551888393991,0.000145231958397417,0.000885568143194519,0.000168960160712226,0.000804554389403559,0.000140590645068679,0.000858629857569245,0.000288053312061174,0.00115647612638799,0.000276199887290993,0.000330009200163309,0.000173452179168267,0.000512904939828817,0.000168289352782799,0.000433568717352191,6.11430333283507e-05,0.000403490083538217,6.65864039551183e-05,0.000360783744462871,0.000207326098628847,0.000499673901816498,0.000174553110200573
"s-adenosyl-l-methionine",0.00801359347677654,0.00825236312737795,0.0079475344318768,0.000541353094954789,0.0112060322503736,0.00348935047456359,0.0131617376137587,0.00368332450195998,0.0129858930605149,0.00858068231549132,0.0112950145381268,0.00206764700338977,0.00622273294808556,0.00539674332420957,0.00720984413613651,0.000768839019655526,0.00571447924135726,0.00372096833308414,0.014261853635184,0.0103655123636661,0.00507104562482651,0.00375540428346858,0.0110164703340104,0.00934061433860719,0.0115033498706485,0.00236877391935224,0.00937710947890612,0.000726771046285224,0.0123706804646572,0.00505502596512092,0.0100069199351788,0.000838770495264365,0.00905919407782816,0.00164210335029862,0.0144279795658849,0.00920681561787007,0.00581341756898533,0.00319116545083343,0.00660285082678311,0.00204963148192432,0.00622463760644388,0.00167040315076784,0.0059207636268527,0.00242435484535502,0.00789634341899856,0.005602209130823,0.0181847482896205,0.00654523871887597
"spermidine",0,0,0,0,0,0,0,0,0.0139338640494021,0.0130141759785962,0,0,0,0,0,0,0,0,0.0389012212377152,0.0125838395268682,0,0,0,0,0.0144495147361882,0.0139221819847881,0.0151295777109869,0.00762080548612623,0.02213536918311,0.013539431137417,0.00708993372746234,0.00653551687124353,0.019360254400361,0.0107649108033687,0.0629665430987839,0.0542745323153069,0.0163599644621935,0.0194773746027957,0.0222087013964102,0.0178390713691629,0.0212879702642258,0.0163446509347764,0.0227382364767314,0.0102285327823949,0.0258590702973453,0.0230457814148639,0.0475608754576302,0.0272898701117283
"succinic acid",0.00973860812323061,0.0045283393964245,0.00405758192002939,0.000888642169858691,0.00612518456337262,0.00552087540855821,0.0153448330231467,0.0108045664894684,0.00933595924824549,0.00316986935607947,0.00635821064843606,0.00629881958439648,0,0,0.00398774418018215,0.00354078738892,0.00661279863316897,0.00298742806477954,0.0110700987491867,0.00380319853370195,0,0,0.00654108151468946,0.00220996467855578,0.00493995171312095,0.00624238083467184,0.0184491917615723,0.0090694767398512,0.00603165928138832,0.0032299623775393,0.00429235804955852,0.00482039601888772,0.016006630627969,0.0111030238924202,0.00324727137412882,0.00150913339929963,0.000922390954928976,0.000814487671965163,0.00250711673414335,0.00164353953849314,0.00251994430343903,0.00141011522920352,0.00121645076630606,0.00113604708230589,0.00211562734148835,0.00237113781162072,0,0
"sucrose387 neg",0,0,0,0,1.08991111948403,0.0724761429704828,2.97411979800218,0.690177890617369,4.6354210835586,0.878732279644503,4.55363651153191,0.376407828194986,4.8159637411298,0.356669732685376,4.35572605968932,1.09149974871457,3.94045575254713,0.13496082576169,5.96303156726384,0.634579124551614,2.24557429790147,0.572742377473132,0.263074955673194,0.0293587615368906,0,0,0.695207581497002,0.186455520921881,1.67938403206713,0.266498980463602,3.03554098944738,0.637556065575901,5.23684207061071,0.860377042337045,7.37926520318817,1.39286943124242,2.87360436219433,1.0577760778011,4.23969928368627,0.550783435529842,3.85951983807317,0.514683280261404,3.03817091411003,0.0491595143990807,1.62235573126144,0.472543141194349,0.282437549947217,0.101905574189219
"tetrahydrobiopterin240",0,0,0,0,0.0218408201948428,0.0305626443969429,0.0180523480767277,0.0251153100908882,0,0,0,0,0,0,0,0,0.00551057991455081,0.00539386244084353,0,0,0.0117593795136197,0.0148872792622516,0,0,0.00308696303542933,0.0026954170215385,0.00541320796671198,0.00501765411434346,0.00365076702545984,0.003176538988468,0,0,0.00347208769257436,0.00347267266280752,0.00586387377199174,0.00547617049205465,0.00633873685371145,0.00409307750449399,0.00569543625858896,0.00391824008554136,0.00634721141592516,0.00263651370503704,0.0023235030163435,0.00214698474307616,0.00198248795562557,0.00184227947597279,0.00207147065104975,0.00179809931407555
"threonine (isom. homoserine)",0,0,0,0,0,0,0.11883249880105,0.130452881074851,0,0,0,0,0,0,0,0,0,0,0.0982616969552195,0.0359922346091538,0,0,0.0659858504568873,0.0602251437871995,0.113746707003627,0.0873713242131853,0.510717304391949,0.101509839486688,0.165382598044517,0.166634829911287,0.115801869478288,0.123016530483577,0.40432827371792,0.0901776376332178,0.190944750374269,0.191903923573983,0,0,0.0505268617437617,0.0438883709663193,0.0826959407026974,0.106047169571676,0.0337955388782778,0.04432302999382,0,0,0.0538774694884668,0.070016855767856
"thymidine",0.00171085153025772,0.00103007379420774,0.000923126536042662,0.000325158486933507,0.00114416823588095,0.000159567955025277,0.0011215325402674,0.000114901233324801,0.00236433400763087,0.000139109605128745,0.00317183855678941,0.000314289989254253,0.00345558777060767,0.000779298105491048,0.00318512092244066,0.000291211881748575,0.00228180614441779,0.000414869220782073,0.00255564377887907,0.000570116925210091,0.00145162934354547,0.000302020420779505,0.00093357938622202,0.000238200494182395,0.000982155477017858,0.000292864139509315,0.00070814239015353,0.000157174039339019,0.000904512251203938,0.000248490050007272,0.00126521856325143,0.000313097603617293,0.00167804825632505,0.000323413944033684,0.00393830699195742,0.00104962854460222,0.0018329528143077,0.00026360148224672,0.0022766034001667,0.000102185886446947,0.00219247606571662,0.000256227701220915,0.00153285294281343,0.000446764872457948,0.00176023405961154,0.000700397544277959,0.00132863259827893,0.000225023634314675
"tryptophan",0.00121180205250082,0.00036183815181371,0.00154308864010119,0.000450609571116355,0.00182946325868694,0.000378983054055268,0.00192843492171515,5.60785976375357e-05,0.00239173720428076,0.000667940581354753,0.00175346257691871,5.07594158088143e-05,0.00154549021344254,0.00017291963847543,0.00131540881791826,0.000412764206717513,0.00112423237696237,0.000592283526367761,0.00146260161166261,0.000199912951255606,0.000819170222297032,0.000245425902630872,0.000865859451617305,0.00013593311834026,0.000763090342483007,0.000185700955890677,0.00155849937449604,0.000137278615358897,0.00133298720840065,0.000186344047702352,0.00187047226735925,0.000242417103636983,0.00163673063026723,0.000647674614664387,0.0018834521573032,0.000631249540896859,0.000974989247564947,0.000309970580792948,0.0011674829078789,9.59842290923377e-05,0.00102140140271538,0.000199718129711233,0.000931785344180259,7.13419855978148e-05,0.000615170922643466,0.000240751563241454,0.000729407174379889,0.000219806993674338
"tyrosine",0.00501182394322785,0.00157260308075579,0.00436516830750699,0.00065332960618447,0.00589113142124286,0.000562430728955075,0.0138176061704568,0.00159749168678471,0.0126338417153472,0.00378555492497076,0.00923645450637308,0.00165518585341658,0.006364380631826,0.00108334114687834,0.0052913968242859,0.00257181984594306,0.00497787264974994,0.00154804414230374,0.00978132214783406,0.000623328032174426,0.00487639977082122,0.00172002070398381,0.00609557759693878,0.00203090686501287,0.00606660530641437,0.00172461814553448,0.00922083614140245,0.00223487805686004,0.0077760025945866,0.00217425413675451,0.00901631717059393,0.00107795628091376,0.0131281972308965,0.0027909463187164,0.0129496616552197,0.00414003569117215,0.00415596813256663,0.0016523351413688,0.00509448806236926,0.0011801656098751,0.00622510126886396,0.00151908101640394,0.00536153848126896,0.000890654913674877,0.00431709576132992,0.0018160128357745,0.00518516337508412,0.00166800254500129
"uridine 5-monophosphate pos",0.00300733910520375,0.000908606640265871,0.00596224900984425,0.00274102166066854,0.00449633190630763,0.0011788061181117,0.00322674457334031,0.000755078724327442,0.00194499824806835,0.000226946642516414,0.00213132839496978,0.000284180774754773,0.00176137008192564,0.000300724240838502,0.00181406388379523,0.000530253863897384,0.00139860557947054,0.000422647198745845,0.00182632734697378,0.000141001699113346,0.00137231863894911,0.000656311287827733,0.00338373831018669,0.00129527562747901,0.00502652581884288,0.00192806368796267,0.00820266082919315,0.00121273552768022,0.00607911339534468,0.000744556674680931,0.00372843594197812,0.00119774195895368,0.00338176803217792,0.00198075951255812,0.00239890114295473,0.000374023517539995,0.00068989587700081,0.000275905908276861,0.00109371350685758,0.000314667747881198,0.000997474351083739,0.000210438446622269,0.000879437022274562,0.000173640331030669,0.001321630181616,0.000743458698735722,0.00335215648218118,0.00047160929194494
"xanthosine neg",7.91570664885209e-05,6.88035103553923e-05,8.15440539209749e-05,4.50373594399807e-06,0,0,0.000109026611272117,1.7784521697867e-05,6.44888030475606e-05,6.22717125889795e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000109044895302363,7.38275736953662e-06,0.000123107857012373,1.2658121648537e-05,0.000177868023965771,2.00950408437184e-05,7.59000834005051e-05,1.22872452481344e-05,8.1400768853696e-05,1.7280530097414e-05,0.00013536517519398,2.68113937831516e-05,8.68948713052518e-05,2.12860748599603e-05,0,0,0,0,0,0,0,0,2.74541446874848e-05,2.39935198050254e-05,8.67865945009165e-05,1.99637432384594e-05
