"","Sample.Name","replicateID.x","label","timepoint.x","date_time","mtabName","quantType","dilution_factor","combined_mtab_ID","r2_line","n_timepoints","Concentration_ngmL","df_adjusted_ngmL","mean_blank","blank_adj_concentration","Blank_adj_concentration_ngmL_inSample","Blank_adj_concentration_inSample_nM","cellNorm_blank_adj_concen_inSample_agCell","rain_pVal","rain_phase","rain_peak.shape","rain_period","isRAINsig","LR_pVal","LR_rSquared","LR_slope","isLRsig"
"499","39_RP_filter_B_T14","B","14B",14,2022-07-29,"n-acetylglucosamine204","MQ","original","n-acetylglucosamine204 MQ original",0.997370121277674,23,0.97773221575878,0.97773221575878,0,0.97773221575878,0.0039035277743749,0.0176470514212247,0.205916586011957,6.08132753194806e-13,4,18,24,1,0.000127273839435428,0.190400629367028,-0.0111754485361849,1
"500","39_RP_filter_B_T14","B","14B",14,2022-07-29,"NADP","MQ","original","NADP MQ original",0.99628573730501,23,66.5656338183675,66.5656338183675,14.8365329615526,51.7291008568149,0.206524832345133,0.277807444539532,3.24162712414856,0.000870169553315365,6,8,24,1,0.00517801030061368,0.106360425803097,0.0780061884370908,1
"501","39_RP_filter_B_T14","B","14B",14,2022-07-29,"nicotinamide","MQ","original","nicotinamide MQ original",0.984436596775552,17,6.2140630937048,6.2140630937048,1.59026471420378,4.62379837950102,0.0184601929920911,0.151253547719676,1.76491887654232,0.999999907380676,22,6,24,0,0.469316434353539,0.007505062875807,0.0113411919272465,0
"502","39_RP_filter_B_T14","B","14B",14,2022-07-29,"glutathione pos","MQ","original","glutathione pos MQ original",0.98510047956785,20,28.7069408836703,28.7069408836703,11.0312188422675,0,0,0,0,0.000839380368363877,12,6,24,1,0.000464923444128181,0.161595953535665,0.70831385473409,1
"503","39_RP_filter_B_T14","B","14B",14,2022-07-29,"guanine","MQ","original","guanine MQ original",0.991241977866956,16,0,0,0.74527287147227,0,0,0,0,0.9999975852081,10,6,24,0,0.761276746459022,0.00132710114971849,0.00247901821440256,0
"504","39_RP_filter_B_T14","B","14B",14,2022-07-29,"guanosine pos","MQ","original","guanosine pos MQ original",0.999234170182166,24,0.633676006053565,0.633676006053565,0.0792348737068817,0.554441132346683,0.00221356760520726,0.00781514664102744,0.091191909463564,0.0207147332965842,8,6,24,1,0.206196357758745,0.0227286546712215,0.000519545960654279,0
"505","39_RP_filter_B_T14","B","14B",14,2022-07-29,"hexose-6-phosphate","MQ","original","hexose-6-phosphate MQ original",0.996909277100403,19,2.97058283401212,2.97058283401212,2.94446828276624,0,0,0,0,0.0127698523927775,10,8,24,1,0.722985760365963,0.00180622962643505,0.00087165896476693,0
"506","39_RP_filter_B_T14_DF10X","B","14B",14,2022-07-29,"adenosine 5'-monophosphate pos","MQ","df10x","adenosine 5'-monophosphate pos MQ df10x",0.99173276805267,24,13.5995308539209,135.995308539209,65.34227279043,70.653035748779,0.282077324388076,0.721093420901059,8.41415893700185,1.85138040265035e-08,6,10,24,1,0.264300000881811,0.0177689759101211,0.166948829372144,0
"507","39_RP_filter_B_T14_DF10X","B","14B",14,2022-07-29,"glutamine","MQ","df10x","glutamine MQ df10x",0.996372947529935,22,1.51472162332381,15.1472162332381,0,15.1472162332381,0.0604742058386823,0.413810085114837,4.8285890911883,0.0630679320986568,12,18,24,0,0.204120552622724,0.0229354757690122,-0.131049678237496,0
"508","39_RP_filter_B_T14_DF10X","B","14B",14,2022-07-29,"glutathione oxidized","MQ","df10x","glutathione oxidized MQ df10x",0.976208939127493,24,131.59093158498,1315.9093158498,295.515202290471,1020.39411355933,4.07385243002998,6.64977625978156,77.5936553066694,5.46970877766522e-09,10,12,24,1,0.0744224789066405,0.0447589332959028,1.37588151005958,0
"509","39_RP_filter_B_T14_DF10X","B","14B",14,2022-07-29,"n-acetylglutamic acid","MQ","df10x","n-acetylglutamic acid MQ df10x",0.997841713813574,24,40.4086166177679,404.086166177679,50.2558639152695,353.83030226241,1.41264283822836,7.46758385699824,87.1363343873774,0.00177910309320629,12,10,24,1,0.16290968019825,0.0276245677775954,0.742805546158466,0
"510","39_RP_filter_B_T14_DF10X","B","14B",14,2022-07-29,"NAD","MQ","df10x","NAD MQ df10x",0.994288810881299,24,90.0898720401725,900.898720401725,300.882219638777,600.016500762948,2.39552408937833,3.6108166488979,42.1332164398821,6.88174311421574e-10,12,12,24,1,0.215726656562131,0.0218092153085314,0.171411890689383,0
"511","39_RP_filter_B_T14_DF10X","B","14B",14,2022-07-29,"s-adenosyl-l-methionine","MQ","df10x","s-adenosyl-l-methionine MQ df10x",0.954517832641744,24,29.1021983026569,291.021983026569,217.090548895197,73.931434131372,0.29516610159686,0.56077914238978,6.54351391353302,0.000307297787163179,6,12,24,1,0.956996563862371,4.1835205402955e-05,-0.00252119484284449,0
"512","39_RP_filter_B_T14","B","14B",14,2022-07-29,"tryptophan","MQ","original","tryptophan MQ original",0.999473009771259,24,4.30058546589086,4.30058546589086,0.579071865562858,3.721513600328,0.0148578838535257,0.0727507410935011,0.848900129445754,2.34031038432103e-14,8,18,24,1,9.67392575602335e-05,0.196405640699265,-0.0170087975939358,1
"513","39_RP_filter_B_T14","B","14B",14,2022-07-29,"tyrosine","MQ","original","tyrosine MQ original",0.999879954616746,24,15.5798199041509,15.5798199041509,4.10310215040036,11.4767177537505,0.0458199963020135,0.252883692819767,2.95080154982225,2.15908302910301e-07,10,12,24,1,0.3009416916293,0.0152774790864839,-0.030669140817401,0
"514","39_RP_filter_B_T14","B","14B",14,2022-07-29,"UDP-glucose","MQ","original","UDP-glucose MQ original",0.994904185641789,21,0,0,0,0,0,0,0,0.000624356867316913,4,18,24,1,0.0211946251516687,0.0735616032417874,-0.0431053657900931,1
"515","39_RP_filter_B_T14","B","14B",14,2022-07-29,"uridine 5-monophosphate pos","MQ","original","uridine 5-monophosphate pos MQ original",0.998822078816997,24,9.82599940929209,9.82599940929209,0,9.82599940929209,0.0392296182809078,0.106558789300306,1.2433931073548,3.21991504767415e-18,4,14,24,1,0.0697251061210879,0.0462255665386186,-0.0319173804964132,0
"516","39_RP_filter_B_T14","B","14B",14,2022-07-29,"xanthosine neg","MQ","original","xanthosine neg MQ original",0.999211849571895,13,0,0,0,0,0,0,0,0.014715980719142,4,14,24,1,0.96146218707577,3.35914376108158e-05,-2.39326941887582e-05,0
"517","39_RP_filter_B_T14","B","14B",14,2022-07-29,"cytosine","MQ","original","cytosine MQ original",0.998695224686736,11,0,0,0,0,0,0,0,1,12,6,24,0,4.82395780535626e-06,0.259731988116063,0.00722000590227308,1
"518","39_RP_filter_B_T14","B","14B",14,2022-07-29,"desthiobiotin","MQ","original","desthiobiotin MQ original",0.999988888265056,12,0,0,0,0,0,0,0,0.00360594552745469,10,8,24,1,0.923206569326018,0.000133686403497989,8.19596108525018e-05,0
"519","39_RP_filter_B_T14","B","14B",14,2022-07-29,"spermidine","MM","original","spermidine MM original",0.871885188537717,14,0,0,0,0,0,0,0,0.999999999965454,10,6,24,0,2.69092556089608e-06,0.271553578515262,0.795690757589424,1
"520","39_RP_filter_B_T14","B","14B",14,2022-07-29,"threonine (isom. homoserine)","MM","original","threonine (isom. homoserine) MM original",0.90162151276754,13,0,0,0,0,0,0,0,0.999999999999998,8,6,24,0,0.061351262300445,0.0491164848431755,2.2805120770656,0
"521","39_RP_filter_B_T14","B","14B",14,2022-07-29,"alpha-ketoglutaric acid","MQ","original","alpha-ketoglutaric acid MQ original",0.996373754795592,13,0,0,0,0,0,0,0,0.999999999997642,10,6,24,0,0.255336321865806,0.0184439088040578,0.0678566226067568,0
"522","39_RP_filter_B_T14","B","14B",14,2022-07-29,"aspartic acid neg","MQ","original","aspartic acid neg MQ original",0.999191010493507,18,0,0,0,0,0,0,0,0.999956317746745,10,16,24,0,0.793903476926343,0.00098149229697724,0.00783446771114922,0
"523","39_RP_filter_B_T14","B","14B",14,2022-07-29,"4-hydroxybenzoic acid","MQ","original","4-hydroxybenzoic acid MQ original",0.998866482032652,21,1.50513590154932,1.50513590154932,0.96314594661424,0,0,0,0,6.13374615921615e-05,10,14,24,1,0.000339628648381781,0.168642967040449,-0.00609609227219012,1
"524","39_RP_filter_B_T14","B","14B",14,2022-07-29,"thymidine","MQ","original","thymidine MQ original",0.995481186951323,24,15.6086886539422,15.6086886539422,0,15.6086886539422,0.0623166023377365,0.257262115913539,3.00189166760255,9.3466101832006e-18,16,12,24,1,0.788651033160565,0.00103336101703318,-0.00220643475577169,0
"525","39_RP_filter_B_T14","B","14B",14,2022-07-29,"cytidine pos","MQ","original","cytidine pos MQ original",0.99834267919947,24,6.60031475748861,6.60031475748861,0,6.60031475748861,0.0263512969708976,0.108343462589004,1.26421776649947,1.9134655552702e-09,10,12,24,1,0.207879962890191,0.0225626756746138,-0.0309163355947428,0
"526","39_RP_filter_B_T14","B","14B",14,2022-07-29,"citric acid","MQ","original","citric acid MQ original",0.987589275516277,24,157.260390108402,157.260390108402,0,157.260390108402,0.627851154644402,3.26801558736416,38.1332040532574,0.00231968646396742,20,10,24,1,0.00642905655544855,0.101329039196751,1.25769387659888,1
"527","39_RP_filter_B_T14","B","14B",14,2022-07-29,"citrulline","MQ","original","citrulline MQ original",0.996463383987858,24,8.15686090259791,8.15686090259791,0,8.15686090259791,0.0325656990450023,0.185887887693375,2.16905353201137,1.2445326039544e-09,12,14,24,1,0.546361954000382,0.00522177957202121,0.0133460295231317,0
"528","39_RP_filter_B_T14","B","14B",14,2022-07-29,"adenine pos","MQ","original","adenine pos MQ original",0.974485231736213,18,0.940231008262881,0.940231008262881,0,0,0,0,0,0.999999952406282,10,6,24,0,0.000212341445644036,0.179106122178472,0.0251601722760289,1
"529","40_RP_filter_C_T14_DF500X","C","14C",14,2022-07-29,"sucrose387 neg","MQ","df500x","sucrose387 neg MQ df500x",0.998306302694827,21,52.12846665411,26064.233327055,0,26064.233327055,99.5342330198922,290.780698276051,4027.43349412813,2.20087323702796e-19,12,14,24,1,0.415125524850398,0.00950921089547059,14.8516456311456,0
"530","40_RP_filter_C_T14","C","14C",14,2022-07-29,"guanine","MQ","original","guanine MQ original",0.991241977866956,16,0,0,0.74527287147227,0,0,0,0,0.9999975852081,10,6,24,0,0.761276746459022,0.00132710114971849,0.00247901821440256,0
"531","40_RP_filter_C_T14_DF500X","C","14C",14,2022-07-29,"glutamic acid neg","MQ","df500x","glutamic acid neg MQ df500x",0.95713219426349,24,89.3885998336307,44694.2999168154,0,44694.2999168154,170.678830516896,1160.05458109764,16067.2379653413,0.000101536215005136,10,6,24,1,0.0105755717443562,0.0897400308537861,271.659746997047,1
"532","40_RP_filter_C_T14","C","14C",14,2022-07-29,"hexose-6-phosphate","MQ","original","hexose-6-phosphate MQ original",0.996909277100403,19,4.59977633066393,4.59977633066393,2.94446828276624,0,0,0,0,0.0127698523927775,10,8,24,1,0.722985760365963,0.00180622962643505,0.00087165896476693,0
"533","40_RP_filter_C_T14_DF10X","C","14C",14,2022-07-29,"n-acetylglutamic acid","MQ","df10x","n-acetylglutamic acid MQ df10x",0.997841713813574,24,77.7964791118353,777.964791118353,50.2558639152695,727.708927203083,2.77897872621107,14.6903775768413,203.467833474256,0.00177910309320629,12,10,24,1,0.16290968019825,0.0276245677775954,0.742805546158466,0
"534","40_RP_filter_C_T14_DF10X","C","14C",14,2022-07-29,"NAD","MQ","df10x","NAD MQ df10x",0.994288810881299,24,75.2200371319351,752.200371319351,300.882219638777,451.318151680574,1.72349616088082,2.59785683626128,35.9813966241175,6.88174311421574e-10,12,12,24,1,0.215726656562131,0.0218092153085314,0.171411890689383,0
"535","40_RP_filter_C_T14_DF10X","C","14C",14,2022-07-29,"s-adenosyl-l-methionine","MQ","df10x","s-adenosyl-l-methionine MQ df10x",0.954517832641744,24,28.7098245769952,287.098245769952,217.090548895197,70.007696874755,0.26734576561225,0.5079239396072,7.03495761228809,0.000307297787163179,6,12,24,1,0.956996563862371,4.1835205402955e-05,-0.00252119484284449,0
"536","40_RP_filter_C_T14","C","14C",14,2022-07-29,"aspartic acid neg","MQ","original","aspartic acid neg MQ original",0.999191010493507,18,6.60921375791637,6.60921375791637,0,6.60921375791637,0.0252393006924119,0.189626601746145,2.6264072264009,0.999956317746745,10,16,24,0,0.793903476926343,0.00098149229697724,0.00783446771114922,0
"537","40_RP_filter_C_T14","C","14C",14,2022-07-29,"citric acid","MQ","original","citric acid MQ original",0.987589275516277,24,414.129557003704,414.129557003704,0,414.129557003704,1.58148015750168,8.23173098845345,114.012894576918,0.00231968646396742,20,10,24,1,0.00642905655544855,0.101329039196751,1.25769387659888,1
"538","40_RP_filter_C_T14","C","14C",14,2022-07-29,"citrulline","MQ","original","citrulline MQ original",0.996463383987858,24,16.6953317661809,16.6953317661809,0,16.6953317661809,0.0637562218503674,0.363926147898666,5.04052836424746,1.2445326039544e-09,12,14,24,1,0.546361954000382,0.00522177957202121,0.0133460295231317,0
"539","40_RP_filter_C_T14","C","14C",14,2022-07-29,"cytidine pos","MQ","original","cytidine pos MQ original",0.99834267919947,24,16.6322779846615,16.6322779846615,0,16.6322779846615,0.0635154317337434,0.261143950882918,3.61695222829527,1.9134655552702e-09,10,12,24,1,0.207879962890191,0.0225626756746138,-0.0309163355947428,0
"540","40_RP_filter_C_T14","C","14C",14,2022-07-29,"cytosine","MQ","original","cytosine MQ original",0.998695224686736,11,0,0,0,0,0,0,0,1,12,6,24,0,4.82395780535626e-06,0.259731988116063,0.00722000590227308,1
"541","40_RP_filter_C_T14","C","14C",14,2022-07-29,"desthiobiotin","MQ","original","desthiobiotin MQ original",0.999988888265056,12,0,0,0,0,0,0,0,0.00360594552745469,10,8,24,1,0.923206569326018,0.000133686403497989,8.19596108525018e-05,0
"542","40_RP_filter_C_T14","C","14C",14,2022-07-29,"glutathione pos","MQ","original","glutathione pos MQ original",0.98510047956785,20,134.676665677779,134.676665677779,11.0312188422675,0,0,0,0,0.000839380368363877,12,6,24,1,0.000464923444128181,0.161595953535665,0.70831385473409,1
"543","40_RP_filter_C_T14","C","14C",14,2022-07-29,"3-methyl-2-oxobutanoic acid","MQ","original","3-methyl-2-oxobutanoic acid MQ original",0.996791556627532,21,5.94848192687894,5.94848192687894,0,5.94848192687894,0.0227160944576874,0.164490184342414,2.27825740086446,0.000670471301658057,16,12,24,1,0.197585306216503,0.0236028430269088,0.0102829807751837,0
"544","40_RP_filter_C_T14","C","14C",14,2022-07-29,"guanosine pos","MQ","original","guanosine pos MQ original",0.999234170182166,24,0.511547085465793,0.511547085465793,0.0792348737068817,0.432312211758911,0.00165091617630245,0.00582866860695672,0.0807294820908133,0.0207147332965842,8,6,24,1,0.206196357758745,0.0227286546712215,0.000519545960654279,0
"545","40_RP_filter_C_T14_DF10X","C","14C",14,2022-07-29,"adenosine 5'-monophosphate pos","MQ","df10x","adenosine 5'-monophosphate pos MQ df10x",0.99173276805267,24,11.6941564257738,116.941564257738,65.34227279043,51.599291467308,0.197047649018598,0.503726287178786,6.97681838197765,1.85138040265035e-08,6,10,24,1,0.264300000881811,0.0177689759101211,0.166948829372144,0
"546","40_RP_filter_C_T14","C","14C",14,2022-07-29,"inosine 5-monophosphate pos","MQ","original","inosine 5-monophosphate pos MQ original",0.993768963842998,21,25.4065227077007,25.4065227077007,0,0,0,0,0,1.32654614920799e-05,6,8,24,1,0.248319968699133,0.0189925916007248,0.0590303881266993,0
"547","40_RP_filter_C_T14","C","14C",14,2022-07-29,"isoleucine","MQ","original","isoleucine MQ original",0.999160181657184,24,11.301969000225,11.301969000225,2.31140237326093,8.99056662696407,0.0343332237092975,0.261746006779733,3.62529095262788,6.13604097004068e-08,10,6,24,1,0.0253058021648195,0.0694489135365775,-0.0401633221140842,1
"548","40_RP_filter_C_T14","C","14C",14,2022-07-29,"kynurenine","MQ","original","kynurenine MQ original",0.999705423078898,12,0,0,0.91756102428497,0,0,0,0,0.999999999999874,10,14,24,0,0.226237519401653,0.0208487270478438,0.000655217405060128,0
"549","40_RP_filter_C_T14","C","14C",14,2022-07-29,"leucine","MQ","original","leucine MQ original",0.998189871305684,24,12.4664444091957,12.4664444091957,1.78333530022245,10.6831091089732,0.040796713952285,0.311021681423229,4.30777952109736,0.126736988302418,10,16,24,0,0.295123487588664,0.0156469664667905,-0.0151397827333421,0
"550","40_RP_filter_C_T14","C","14C",14,2022-07-29,"spermidine","MM","original","spermidine MM original",0.871885188537717,14,0,0,0,0,0,0,0,0.999999999965454,10,6,24,0,2.69092556089608e-06,0.271553578515262,0.795690757589424,1
"551","40_RP_filter_C_T14","C","14C",14,2022-07-29,"lumichrome","MQ","original","lumichrome MQ original",0.995982532749672,24,5.97391251855191,5.97391251855191,0,5.97391251855191,0.0228132089365846,0.0942381495428154,1.30523752829384,0.0026500860685209,10,16,24,1,2.29533467249328e-05,0.227325103479809,-0.026769665112653,1
"552","40_RP_filter_C_T14","C","14C",14,2022-07-29,"methionine","MQ","original","methionine MQ original",0.979365040216442,13,7.08957179029847,7.08957179029847,2.9590086641873,0,0,0,0,0.574028146363454,8,12,24,0,0.0341754922231355,0.0625025082453176,0.0188342705185886,1
"553","40_RP_filter_C_T14","C","14C",14,2022-07-29,"MTA","MQ","original","MTA MQ original",0.996150100661098,24,4.66810061473884,4.66810061473884,1.20729527863838,3.46080533610046,0.0132161418460886,0.0444494058658347,0.615642740524026,3.92697259359252e-09,6,16,24,1,0.45725929534217,0.00791924046541766,-0.00180348588297245,0
"554","40_RP_filter_C_T14","C","14C",14,2022-07-29,"n-acetylglucosamine204","MQ","original","n-acetylglucosamine204 MQ original",0.997370121277674,23,0.961405246896971,0.961405246896971,0,0.961405246896971,0.00367141947627747,0.0165977372345274,0.229885557264923,6.08132753194806e-13,4,18,24,1,0.000127273839435428,0.190400629367028,-0.0111754485361849,1
"555","40_RP_filter_C_T14","C","14C",14,2022-07-29,"NADP","MQ","original","NADP MQ original",0.99628573730501,23,64.3760804066984,64.3760804066984,14.8365329615526,49.5395474451458,0.189181887578747,0.254478534831045,3.52463344641336,0.000870169553315365,6,8,24,1,0.00517801030061368,0.106360425803097,0.0780061884370908,1
"556","40_RP_filter_C_T14","C","14C",14,2022-07-29,"nicotinamide","MQ","original","nicotinamide MQ original",0.984436596775552,17,4.2319340355643,4.2319340355643,1.59026471420378,0,0,0,0,0.999999907380676,22,6,24,0,0.469316434353539,0.007505062875807,0.0113411919272465,0
"557","40_RP_filter_C_T14","C","14C",14,2022-07-29,"pantothenic acid neg","MQ","original","pantothenic acid neg MQ original",0.999469507739185,21,0.570233378777739,0.570233378777739,0,0.570233378777739,0.00217761026333618,0.00913925489292056,0.126582477741282,0.0427361065370099,10,14,24,1,0.0587081983547016,0.0501150936330056,0.00111737759158576,0
"558","40_RP_filter_C_T14","C","14C",14,2022-07-29,"phenylalanine","MQ","original","phenylalanine MQ original",0.999612837799534,24,18.8042479247593,18.8042479247593,2.77695188072008,16.0272960440392,0.0612051234774012,0.370513490389256,5.13176579486504,4.88122008181451e-11,10,16,24,1,0.0104477240683733,0.090023359704463,-0.0401835679446262,1
"559","40_RP_filter_C_T14_DF10X","C","14C",14,2022-07-29,"glutamine","MQ","df10x","glutamine MQ df10x",0.996372947529935,22,4.0309495661376,40.309495661376,0,40.309495661376,0.153934116677395,1.05333321936085,14.5891027612306,0.0630679320986568,12,18,24,0,0.204120552622724,0.0229354757690122,-0.131049678237496,0
"560","40_RP_filter_C_T14_DF10X","C","14C",14,2022-07-29,"glutathione oxidized","MQ","df10x","glutathione oxidized MQ df10x",0.976208939127493,24,142.531956259964,1425.31956259964,295.515202290471,1129.80436030917,4.31450290729151,7.0425916251106,97.5428202923906,5.46970877766522e-09,10,12,24,1,0.0744224789066405,0.0447589332959028,1.37588151005958,0
"561","40_RP_filter_C_T14","C","14C",14,2022-07-29,"adenine pos","MQ","original","adenine pos MQ original",0.974485231736213,18,1.71221889028833,1.71221889028833,0,0,0,0,0,0.999999952406282,10,6,24,0,0.000212341445644036,0.179106122178472,0.0251601722760289,1
"562","40_RP_filter_C_T14","C","14C",14,2022-07-29,"alpha-ketoglutaric acid","MQ","original","alpha-ketoglutaric acid MQ original",0.996373754795592,13,0,0,0,0,0,0,0,0.999999999997642,10,6,24,0,0.255336321865806,0.0184439088040578,0.0678566226067568,0
"563","40_RP_filter_C_T14","C","14C",14,2022-07-29,"T_90to30","MQ","original","T_90to30 MQ original",0.993583473156185,13,39.4491399276464,39.4491399276464,0,0,0,0,0,0.999999998666677,8,8,24,0,0.35890347365449,0.0120377303199197,-0.0791421569831173,0
"564","40_RP_filter_C_T14","C","14C",14,2022-07-29,"threonine (isom. homoserine)","MM","original","threonine (isom. homoserine) MM original",0.90162151276754,13,0,0,0,0,0,0,0,0.999999999999998,8,6,24,0,0.061351262300445,0.0491164848431755,2.2805120770656,0
"565","40_RP_filter_C_T14","C","14C",14,2022-07-29,"thymidine","MQ","original","thymidine MQ original",0.995481186951323,24,13.8882059172489,13.8882059172489,0,13.8882059172489,0.0530363547106831,0.218950397187314,3.03255397766363,9.3466101832006e-18,16,12,24,1,0.788651033160565,0.00103336101703318,-0.00220643475577169,0
"566","40_RP_filter_C_T14","C","14C",14,2022-07-29,"tryptophan","MQ","original","tryptophan MQ original",0.999473009771259,24,6.23233126076793,6.23233126076793,0.579071865562858,5.65325939520507,0.0215886970816883,0.105707766154279,1.46409648413128,2.34031038432103e-14,8,18,24,1,9.67392575602335e-05,0.196405640699265,-0.0170087975939358,1
"567","40_RP_filter_C_T14","C","14C",14,2022-07-29,"tyrosine","MQ","original","tyrosine MQ original",0.999879954616746,24,20.8162929500845,20.8162929500845,4.10310215040036,16.7131907996841,0.0638244220226079,0.352251349536993,4.87882755591404,2.15908302910301e-07,10,12,24,1,0.3009416916293,0.0152774790864839,-0.030669140817401,0
"568","40_RP_filter_C_T14","C","14C",14,2022-07-29,"UDP-glucose","MQ","original","UDP-glucose MQ original",0.994904185641789,21,0,0,0,0,0,0,0,0.000624356867316913,4,18,24,1,0.0211946251516687,0.0735616032417874,-0.0431053657900931,1
"569","40_RP_filter_C_T14","C","14C",14,2022-07-29,"uridine 5-monophosphate pos","MQ","original","uridine 5-monophosphate pos MQ original",0.998822078816997,24,13.2752503238802,13.2752503238802,0,13.2752503238802,0.0506955966267736,0.137703644239505,1.90725269029785,3.21991504767415e-18,4,14,24,1,0.0697251061210879,0.0462255665386186,-0.0319173804964132,0
"570","40_RP_filter_C_T14","C","14C",14,2022-07-29,"xanthosine neg","MQ","original","xanthosine neg MQ original",0.999211849571895,13,0,0,0,0,0,0,0,0.014715980719142,4,14,24,1,0.96146218707577,3.35914376108158e-05,-2.39326941887582e-05,0
"571","40_RP_filter_C_T14","C","14C",14,2022-07-29,"succinic acid","MQ","original","succinic acid MQ original",0.998466043878416,21,32.5215085604557,32.5215085604557,28.3090986785639,0,0,0,0,0.227276189113368,4,18,24,0,0.0173431518296731,0.0782227068966008,-0.128903315192544,1
"572","40_RP_filter_C_T14","C","14C",14,2022-07-29,"proline","MQ","original","proline MQ original",0.995437210706399,24,49.7393763438972,49.7393763438972,2.90178702337814,46.8375893205191,0.178863635504652,1.55357974033398,21.5177249353737,0.00184172083923247,4,14,24,1,0.234498635360995,0.0201300387363181,-0.123306350061881,0
"573","40_RP_filter_C_T14","C","14C",14,2022-07-29,"4-hydroxybenzoic acid","MQ","original","4-hydroxybenzoic acid MQ original",0.998866482032652,21,1.01773113152763,1.01773113152763,0.96314594661424,0,0,0,0,6.13374615921615e-05,10,14,24,1,0.000339628648381781,0.168642967040449,-0.00609609227219012,1
"574","40_RP_filter_C_T14","C","14C",14,2022-07-29,"s-(5'-adenosyl)-L-homocysteine pos","MQ","original","s-(5'-adenosyl)-L-homocysteine pos MQ original",0.994828985142145,24,4.48442709733863,4.48442709733863,0.645069092254485,3.83935800508414,0.0146617607941746,0.03814094532966,0.528267940854016,3.57482306996061e-06,4,18,24,1,0.408945569150124,0.00976271481248913,-0.00185117722305494,0
"575","40_RP_filter_C_T14","C","14C",14,2022-07-29,"T_90to62","MQ","original","T_90to62 MQ original",0.834894951694514,23,1483.21744502073,1483.21744502073,0,1483.21744502073,5.66411867709225,63.6076920245245,880.992964328594,0.274727956191941,8,8,24,0,0.324580445266978,0.0138650932787596,-3.29955477530593,0
"576","40_RP_filter_C_T14","C","14C",14,2022-07-29,"tetrahydrobiopterin240","MQ","original","tetrahydrobiopterin240 MQ original",0.991476079045295,15,0,0,0,0,0,0,0,0.99999999942586,18,6,24,0,0.49120250020679,0.00679518049833896,-0.0550490282088122,0
"577","43_RP_filter_A_T16_DF10X","A","16A",16,2022-07-29 02:00:00,"n-acetylglutamic acid","MQ","df10x","n-acetylglutamic acid MQ df10x",0.997841713813574,24,81.1490777932301,811.490777932301,56.5543493675815,754.93642856472,2.10161665111818,11.1096719940698,117.562666603913,0.00177910309320629,12,10,24,1,0.16290968019825,0.0276245677775954,0.742805546158466,0
"578","43_RP_filter_A_T16_DF10X","A","16A",16,2022-07-29 02:00:00,"NAD","MQ","df10x","NAD MQ df10x",0.994288810881299,24,89.4950765698795,894.950765698795,300.882219638777,594.068546060018,1.65378739330271,2.49278355410926,26.3786619482461,6.88174311421574e-10,12,12,24,1,0.215726656562131,0.0218092153085314,0.171411890689383,0
"579","43_RP_filter_A_T16","A","16A",16,2022-07-29 02:00:00,"threonine (isom. homoserine)","MM","original","threonine (isom. homoserine) MM original",0.90162151276754,13,0,0,0,0,0,0,0,0.999999999999998,8,6,24,0,0.061351262300445,0.0491164848431755,2.2805120770656,0
"580","43_RP_filter_A_T16","A","16A",16,2022-07-29 02:00:00,"T_90to62","MQ","original","T_90to62 MQ original",0.834894951694514,23,2472.95928710229,2472.95928710229,0,2472.95928710229,6.88430471581882,77.310303531914,818.098450073164,0.274727956191941,8,8,24,0,0.324580445266978,0.0138650932787596,-3.29955477530593,0
"581","43_RP_filter_A_T16","A","16A",16,2022-07-29 02:00:00,"tetrahydrobiopterin240","MQ","original","tetrahydrobiopterin240 MQ original",0.991476079045295,15,61.3454222626318,61.3454222626318,0,61.3454222626318,0.170775387196686,0.543576366924549,5.75213086692644,0.99999999942586,18,6,24,0,0.49120250020679,0.00679518049833896,-0.0550490282088122,0
"582","43_RP_filter_A_T16","A","16A",16,2022-07-29 02:00:00,"thymidine","MQ","original","thymidine MQ original",0.995481186951323,24,17.9989952784897,17.9989952784897,0,17.9989952784897,0.0501061900703188,0.206853775627787,2.18892884262208,9.3466101832006e-18,16,12,24,1,0.788651033160565,0.00103336101703318,-0.00220643475577169,0
"583","43_RP_filter_A_T16","A","16A",16,2022-07-29 02:00:00,"spermidine","MM","original","spermidine MM original",0.871885188537717,14,0,0,0,0,0,0,0,0.999999999965454,10,6,24,0,2.69092556089608e-06,0.271553578515262,0.795690757589424,1
"584","43_RP_filter_A_T16","A","16A",16,2022-07-29 02:00:00,"T_90to30","MQ","original","T_90to30 MQ original",0.993583473156185,13,62.5533754800474,62.5533754800474,0,62.5533754800474,0.174138126759166,1.95556007352426,20.6937573917911,0.999999998666677,8,8,24,0,0.35890347365449,0.0120377303199197,-0.0791421569831173,0
"585","43_RP_filter_A_T16","A","16A",16,2022-07-29 02:00:00,"3-methyl-2-oxobutanoic acid","MQ","original","3-methyl-2-oxobutanoic acid MQ original",0.996791556627532,21,4.37705257157772,4.37705257157772,2.00586363776056,2.37118893381716,0.00660099308723462,0.047798646540439,0.505805783496709,0.000670471301658057,16,12,24,1,0.197585306216503,0.0236028430269088,0.0102829807751837,0
